transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,month,month_number,year,age_group,day,week,week_day
258,2025-04-09,CUST185,Female,34,Clothing,6,50.0,300.0,April,4,2025,26-35,9,15,Wednesday
259,2025-04-10,CUST049,Female,30,Clothing,4,50.0,200.0,April,4,2025,26-35,10,15,Thursday
260,2025-04-10,CUST186,Male,37,Beauty,2,30.0,60.0,April,4,2025,36-45,10,15,Thursday
261,2025-04-11,CUST026,Male,42,Clothing,2,25.0,50.0,April,4,2025,36-45,11,15,Friday
262,2025-04-12,CUST187,Male,21,Beauty,4,30.0,120.0,April,4,2025,18-25,12,15,Saturday
263,2025-04-12,CUST029,Male,27,Beauty,2,30.0,60.0,April,4,2025,26-35,12,15,Saturday
264,2025-04-12,CUST188,Male,20,Clothing,3,300.0,900.0,April,4,2025,18-25,12,15,Saturday
265,2025-04-12,CUST031,Male,58,Clothing,3,300.0,900.0,April,4,2025,46+,12,15,Saturday
266,2025-04-12,CUST189,Male,62,Electronics,2,30.0,60.0,April,4,2025,46+,12,15,Saturday
267,2025-04-13,CUST033,Female,35,Beauty,3,30.0,90.0,April,4,2025,26-35,13,15,Sunday
268,2025-04-13,CUST190,Male,64,Electronics,1,30.0,30.0,April,4,2025,46+,13,15,Sunday
269,2025-04-13,CUST063,Female,53,Clothing,4,500.0,2000.0,April,4,2025,46+,13,15,Sunday
270,2025-04-15,CUST191,Male,64,Electronics,1,300.0,300.0,April,4,2025,46+,15,16,Tuesday
271,2025-04-15,CUST033,Male,39,Beauty,4,30.0,120.0,April,4,2025,36-45,15,16,Tuesday
272,2025-04-16,CUST192,Male,51,Electronics,2,50.0,100.0,April,4,2025,46+,16,16,Wednesday
273,2025-04-17,CUST018,Female,64,Beauty,1,50.0,50.0,April,4,2025,46+,17,16,Thursday
274,2025-04-18,CUST193,Female,25,Clothing,2,500.0,1000.0,April,4,2025,18-25,18,16,Friday
275,2025-04-18,CUST194,Female,57,Clothing,2,500.0,1000.0,April,4,2025,46+,18,16,Friday
276,2025-04-18,CUST195,Female,61,Beauty,4,25.0,100.0,April,4,2025,46+,18,16,Friday
277,2025-04-18,CUST196,Male,36,Clothing,4,25.0,100.0,April,4,2025,36-45,18,16,Friday
278,2025-04-19,CUST197,Female,59,Clothing,4,25.0,100.0,April,4,2025,46+,19,16,Saturday
279,2025-04-19,CUST076,Male,58,Clothing,1,500.0,500.0,April,4,2025,46+,19,16,Saturday
280,2025-04-19,CUST198,Male,54,Clothing,3,500.0,1500.0,April,4,2025,46+,19,16,Saturday
281,2025-04-19,CUST139,Female,23,Beauty,4,500.0,2000.0,April,4,2025,18-25,19,16,Saturday
282,2025-04-19,CUST199,Female,43,Electronics,4,50.0,200.0,April,4,2025,36-45,19,16,Saturday
283,2025-04-19,CUST200,Female,51,Electronics,1,500.0,500.0,April,4,2025,46+,19,16,Saturday
284,2025-04-20,CUST013,Female,62,Clothing,4,50.0,200.0,April,4,2025,46+,20,16,Sunday
285,2025-04-20,CUST201,Female,23,Electronics,1,25.0,25.0,April,4,2025,18-25,20,16,Sunday
286,2025-04-20,CUST113,Female,54,Electronics,2,25.0,50.0,April,4,2025,46+,20,16,Sunday
287,2025-04-20,CUST202,Female,50,Clothing,4,25.0,100.0,April,4,2025,46+,20,16,Sunday
288,2025-04-20,CUST205,Female,39,Clothing,4,30.0,120.0,April,4,2025,36-45,20,16,Sunday
289,2025-04-21,CUST203,Male,38,Electronics,2,30.0,60.0,April,4,2025,36-45,21,17,Monday
290,2025-04-21,CUST204,Female,23,Beauty,2,300.0,600.0,April,4,2025,18-25,21,17,Monday
291,2025-04-22,CUST205,Female,23,Clothing,2,300.0,600.0,April,4,2025,18-25,22,17,Tuesday
292,2025-04-22,CUST206,Male,21,Beauty,4,300.0,1200.0,April,4,2025,18-25,22,17,Tuesday
293,2025-04-22,CUST207,Female,47,Electronics,3,30.0,90.0,April,4,2025,46+,22,17,Tuesday
294,2025-04-23,CUST208,Male,28,Clothing,3,30.0,90.0,April,4,2025,26-35,23,17,Wednesday
295,2025-04-23,CUST209,Male,47,Beauty,3,300.0,900.0,April,4,2025,46+,23,17,Wednesday
296,2025-04-23,CUST210,Female,48,Clothing,4,300.0,1200.0,April,4,2025,46+,23,17,Wednesday
297,2025-04-23,CUST211,Male,41,Electronics,2,500.0,1000.0,April,4,2025,36-45,23,17,Wednesday
298,2025-04-23,CUST029,Male,26,Beauty,4,300.0,1200.0,April,4,2025,26-35,23,17,Wednesday
299,2025-04-23,CUST212,Male,20,Electronics,2,500.0,1000.0,April,4,2025,18-25,23,17,Wednesday
300,2025-04-23,CUST114,Male,48,Electronics,4,50.0,200.0,April,4,2025,46+,23,17,Wednesday
301,2025-04-24,CUST213,Female,57,Clothing,4,30.0,120.0,April,4,2025,46+,24,17,Thursday
302,2025-04-24,CUST212,Male,54,Beauty,2,300.0,600.0,April,4,2025,46+,24,17,Thursday
303,2025-04-25,CUST214,Female,53,Electronics,3,30.0,90.0,April,4,2025,46+,25,17,Friday
304,2025-04-25,CUST215,Male,41,Electronics,2,30.0,60.0,April,4,2025,36-45,25,17,Friday
305,2025-04-25,CUST216,Male,48,Beauty,1,30.0,30.0,April,4,2025,46+,25,17,Friday
306,2025-04-26,CUST217,Male,23,Electronics,1,50.0,50.0,April,4,2025,18-25,26,17,Saturday
307,2025-04-26,CUST218,Male,19,Electronics,2,25.0,50.0,April,4,2025,18-25,26,17,Saturday
308,2025-04-26,CUST219,Female,37,Beauty,4,300.0,1200.0,April,4,2025,36-45,26,17,Saturday
309,2025-04-27,CUST220,Female,45,Beauty,1,25.0,25.0,April,4,2025,36-45,27,17,Sunday
310,2025-04-27,CUST221,Male,28,Beauty,1,25.0,25.0,April,4,2025,26-35,27,17,Sunday
311,2025-04-27,CUST018,Male,21,Beauty,4,25.0,100.0,April,4,2025,18-25,27,17,Sunday
312,2025-04-28,CUST222,Female,32,Clothing,4,30.0,120.0,April,4,2025,26-35,28,18,Monday
313,2025-04-28,CUST111,Male,23,Beauty,3,500.0,1500.0,April,4,2025,18-25,28,18,Monday
314,2025-04-28,CUST223,Male,47,Clothing,4,30.0,120.0,April,4,2025,46+,28,18,Monday
315,2025-04-29,CUST113,Male,55,Clothing,2,30.0,60.0,April,4,2025,46+,29,18,Tuesday
316,2025-04-29,CUST224,Female,19,Clothing,2,25.0,50.0,April,4,2025,18-25,29,18,Tuesday
317,2025-04-29,CUST108,Female,32,Electronics,3,30.0,90.0,April,4,2025,26-35,29,18,Tuesday
318,2025-04-30,CUST225,Female,28,Clothing,1,25.0,25.0,April,4,2025,26-35,30,18,Wednesday
319,2025-04-30,CUST213,Male,25,Clothing,1,500.0,500.0,April,4,2025,18-25,30,18,Wednesday
320,2025-04-30,CUST226,Male,43,Electronics,4,300.0,1200.0,April,4,2025,36-45,30,18,Wednesday
321,2025-05-01,CUST227,Female,62,Electronics,2,25.0,50.0,May,5,2025,46+,1,18,Thursday
322,2025-05-01,CUST228,Female,61,Electronics,1,500.0,500.0,May,5,2025,46+,1,18,Thursday
323,2025-05-01,CUST229,Female,22,Beauty,3,300.0,900.0,May,5,2025,18-25,1,18,Thursday
324,2025-05-02,CUST230,Female,23,Electronics,3,50.0,150.0,May,5,2025,18-25,2,18,Friday
325,2025-05-02,CUST231,Male,43,Electronics,2,25.0,50.0,May,5,2025,36-45,2,18,Friday
326,2025-05-02,CUST232,Female,21,Clothing,3,25.0,75.0,May,5,2025,18-25,2,18,Friday
327,2025-05-03,CUST233,Male,36,Electronics,3,50.0,150.0,May,5,2025,36-45,3,18,Saturday
328,2025-05-03,CUST234,Female,37,Beauty,2,50.0,100.0,May,5,2025,36-45,3,18,Saturday
329,2025-05-03,CUST235,Male,50,Electronics,4,25.0,100.0,May,5,2025,46+,3,18,Saturday
330,2025-05-03,CUST236,Female,37,Beauty,4,50.0,200.0,May,5,2025,36-45,3,18,Saturday
331,2025-05-03,CUST237,Female,29,Electronics,3,30.0,90.0,May,5,2025,26-35,3,18,Saturday
332,2025-05-04,CUST238,Female,64,Electronics,4,300.0,1200.0,May,5,2025,46+,4,18,Sunday
333,2025-05-04,CUST239,Female,18,Electronics,4,300.0,1200.0,May,5,2025,18-25,4,18,Sunday
334,2025-05-04,CUST240,Male,43,Electronics,3,300.0,900.0,May,5,2025,36-45,4,18,Sunday
335,2025-05-05,CUST241,Female,31,Beauty,4,30.0,120.0,May,5,2025,26-35,5,19,Monday
336,2025-05-05,CUST242,Male,55,Beauty,3,50.0,150.0,May,5,2025,46+,5,19,Monday
337,2025-05-05,CUST243,Male,54,Clothing,1,500.0,500.0,May,5,2025,46+,5,19,Monday
338,2025-05-05,CUST244,Male,28,Beauty,2,50.0,100.0,May,5,2025,26-35,5,19,Monday
339,2025-05-05,CUST245,Male,53,Electronics,2,25.0,50.0,May,5,2025,46+,5,19,Monday
340,2025-05-06,CUST114,Female,30,Clothing,4,300.0,1200.0,May,5,2025,26-35,6,19,Tuesday
341,2025-05-06,CUST246,Male,60,Clothing,4,50.0,200.0,May,5,2025,46+,6,19,Tuesday
342,2025-05-06,CUST108,Male,20,Clothing,4,500.0,2000.0,May,5,2025,18-25,6,19,Tuesday
343,2025-05-06,CUST247,Male,50,Electronics,2,25.0,50.0,May,5,2025,46+,6,19,Tuesday
344,2025-05-06,CUST066,Female,23,Beauty,1,30.0,30.0,May,5,2025,18-25,6,19,Tuesday
345,2025-05-07,CUST248,Female,27,Electronics,1,30.0,30.0,May,5,2025,26-35,7,19,Wednesday
346,2025-05-07,CUST136,Female,22,Clothing,2,500.0,1000.0,May,5,2025,18-25,7,19,Wednesday
347,2025-05-07,CUST249,Female,40,Electronics,1,25.0,25.0,May,5,2025,36-45,7,19,Wednesday
348,2025-05-07,CUST185,Male,27,Electronics,2,300.0,600.0,May,5,2025,26-35,7,19,Wednesday
349,2025-05-07,CUST150,Male,61,Beauty,1,50.0,50.0,May,5,2025,46+,7,19,Wednesday
350,2025-05-08,CUST003,Female,19,Beauty,3,25.0,75.0,May,5,2025,18-25,8,19,Thursday
351,2025-05-08,CUST251,Male,30,Clothing,3,30.0,90.0,May,5,2025,26-35,8,19,Thursday
352,2025-05-08,CUST113,Male,57,Electronics,2,500.0,1000.0,May,5,2025,46+,8,19,Thursday
353,2025-05-08,CUST152,Male,19,Electronics,1,500.0,500.0,May,5,2025,18-25,8,19,Thursday
354,2025-05-08,CUST253,Female,37,Beauty,4,50.0,200.0,May,5,2025,36-45,8,19,Thursday
355,2025-05-08,CUST049,Female,18,Electronics,1,500.0,500.0,May,5,2025,18-25,8,19,Thursday
356,2025-05-09,CUST254,Male,54,Electronics,3,500.0,1500.0,May,5,2025,46+,9,19,Friday
357,2025-05-09,CUST255,Female,26,Electronics,3,25.0,75.0,May,5,2025,26-35,9,19,Friday
358,2025-05-09,CUST256,Female,34,Beauty,1,300.0,300.0,May,5,2025,26-35,9,19,Friday
359,2025-05-10,CUST257,Female,26,Clothing,1,50.0,50.0,May,5,2025,26-35,10,19,Saturday
360,2025-05-10,CUST258,Female,28,Clothing,4,25.0,100.0,May,5,2025,26-35,10,19,Saturday
361,2025-05-11,CUST259,Female,32,Electronics,4,300.0,1200.0,May,5,2025,26-35,11,19,Sunday
362,2025-05-12,CUST260,Male,41,Clothing,1,25.0,25.0,May,5,2025,36-45,12,20,Monday
363,2025-05-13,CUST261,Female,55,Beauty,7,25.0,175.0,May,5,2025,46+,13,20,Tuesday
364,2025-05-13,CUST262,Male,52,Beauty,1,500.0,500.0,May,5,2025,46+,13,20,Tuesday
365,2025-05-14,CUST263,Male,47,Clothing,1,300.0,300.0,May,5,2025,46+,14,20,Wednesday
366,2025-05-14,CUST264,Female,48,Clothing,2,50.0,100.0,May,5,2025,46+,14,20,Wednesday
367,2025-05-14,CUST113,Male,28,Electronics,1,50.0,50.0,May,5,2025,26-35,14,20,Wednesday
368,2025-05-15,CUST265,Female,32,Clothing,4,300.0,1200.0,May,5,2025,26-35,15,20,Thursday
369,2025-05-15,CUST114,Male,23,Electronics,1,500.0,500.0,May,5,2025,18-25,15,20,Thursday
370,2025-05-15,CUST266,Female,32,Electronics,2,30.0,60.0,May,5,2025,26-35,15,20,Thursday
371,2025-05-16,CUST049,Female,62,Beauty,1,25.0,25.0,May,5,2025,46+,16,20,Friday
372,2025-05-16,CUST267,Female,22,Beauty,3,500.0,1500.0,May,5,2025,18-25,16,20,Friday
373,2025-05-16,CUST118,Female,21,Beauty,2,300.0,600.0,May,5,2025,18-25,16,20,Friday
374,2025-05-16,CUST268,Female,29,Beauty,3,25.0,75.0,May,5,2025,26-35,16,20,Friday
375,2025-05-16,CUST063,Female,30,Clothing,1,50.0,50.0,May,5,2025,26-35,16,20,Friday
376,2025-05-16,CUST269,Male,20,Beauty,1,30.0,30.0,May,5,2025,18-25,16,20,Friday
377,2025-05-16,CUST141,Female,27,Clothing,4,50.0,200.0,May,5,2025,26-35,16,20,Friday
378,2025-05-16,CUST270,Male,27,Beauty,1,300.0,300.0,May,5,2025,26-35,16,20,Friday
379,2025-05-16,CUST142,Male,57,Clothing,1,25.0,25.0,May,5,2025,46+,16,20,Friday
380,2025-05-16,CUST271,Female,18,Electronics,2,300.0,600.0,May,5,2025,18-25,16,20,Friday
381,2025-05-16,CUST144,Female,34,Clothing,4,25.0,100.0,May,5,2025,26-35,16,20,Friday
382,2025-05-17,CUST272,Female,26,Clothing,2,500.0,1000.0,May,5,2025,26-35,17,20,Saturday
383,2025-05-17,CUST147,Female,28,Beauty,3,30.0,90.0,May,5,2025,26-35,17,20,Saturday
384,2025-05-17,CUST273,Female,32,Clothing,5,500.0,2500.0,May,5,2025,26-35,17,20,Saturday
385,2025-05-18,CUST150,Female,55,Electronics,3,500.0,1500.0,May,5,2025,46+,18,20,Sunday
386,2025-05-18,CUST274,Female,29,Electronics,2,300.0,600.0,May,5,2025,26-35,18,20,Sunday
387,2025-05-19,CUST275,Male,39,Beauty,1,30.0,30.0,May,5,2025,36-45,19,21,Monday
388,2025-05-19,CUST276,Female,25,Electronics,1,25.0,25.0,May,5,2025,18-25,19,21,Monday
389,2025-05-19,CUST277,Female,47,Clothing,2,25.0,50.0,May,5,2025,46+,19,21,Monday
390,2025-05-20,CUST278,Female,52,Electronics,2,50.0,100.0,May,5,2025,46+,20,21,Tuesday
391,2025-05-20,CUST279,Male,54,Beauty,2,25.0,50.0,May,5,2025,46+,20,21,Tuesday
392,2025-05-20,CUST280,Female,42,Clothing,2,300.0,600.0,May,5,2025,36-45,20,21,Tuesday
393,2025-05-21,CUST281,Female,57,Beauty,2,500.0,1000.0,May,5,2025,46+,21,21,Wednesday
394,2025-05-21,CUST282,Male,25,Clothing,1,500.0,500.0,May,5,2025,18-25,21,21,Wednesday
395,2025-05-21,CUST283,Female,49,Electronics,2,500.0,1000.0,May,5,2025,46+,21,21,Wednesday
396,2025-05-22,CUST284,Female,32,Beauty,1,30.0,30.0,May,5,2025,26-35,22,21,Thursday
397,2025-05-22,CUST063,Male,64,Beauty,1,25.0,25.0,May,5,2025,46+,22,21,Thursday
398,2025-05-22,CUST285,Female,19,Clothing,2,300.0,600.0,May,5,2025,18-25,22,21,Thursday
399,2025-05-22,CUST183,Female,20,Beauty,2,30.0,60.0,May,5,2025,18-25,22,21,Thursday
400,2025-05-23,CUST286,Female,24,Clothing,4,50.0,200.0,May,5,2025,18-25,23,21,Friday
401,2025-05-23,CUST279,Female,25,Clothing,1,300.0,300.0,May,5,2025,18-25,23,21,Friday
402,2025-05-23,CUST287,Female,59,Clothing,2,300.0,600.0,May,5,2025,46+,23,21,Friday
403,2025-05-23,CUST288,Female,64,Clothing,2,300.0,600.0,May,5,2025,46+,23,21,Friday
404,2025-05-23,CUST003,Male,50,Electronics,2,500.0,1000.0,May,5,2025,46+,23,21,Friday
405,2025-05-23,CUST289,Female,46,Clothing,4,300.0,1200.0,May,5,2025,46+,23,21,Friday
406,2025-05-23,CUST076,Male,44,Beauty,4,25.0,100.0,May,5,2025,36-45,23,21,Friday
407,2025-05-23,CUST290,Male,19,Electronics,3,300.0,900.0,May,5,2025,18-25,23,21,Friday
408,2025-05-23,CUST139,Female,22,Beauty,1,500.0,500.0,May,5,2025,18-25,23,21,Friday
409,2025-05-24,CUST291,Female,55,Electronics,3,300.0,900.0,May,5,2025,46+,24,21,Saturday
410,2025-05-25,CUST258,Female,30,Clothing,2,50.0,100.0,May,5,2025,26-35,25,21,Sunday
411,2025-05-25,CUST292,Female,64,Electronics,4,50.0,200.0,May,5,2025,46+,25,21,Sunday
412,2025-05-25,CUST293,Female,22,Electronics,4,500.0,2000.0,May,5,2025,18-25,25,21,Sunday
413,2025-05-26,CUST294,Female,64,Beauty,3,25.0,75.0,May,5,2025,46+,26,22,Monday
414,2025-05-26,CUST295,Female,44,Beauty,4,25.0,100.0,May,5,2025,36-45,26,22,Monday
415,2025-05-26,CUST296,Male,48,Clothing,2,30.0,60.0,May,5,2025,46+,26,22,Monday
416,2025-05-27,CUST297,Male,22,Electronics,4,500.0,2000.0,May,5,2025,18-25,27,22,Tuesday
417,2025-05-27,CUST298,Male,61,Electronics,3,300.0,900.0,May,5,2025,46+,27,22,Tuesday
418,2025-05-27,CUST299,Male,31,Electronics,2,500.0,1000.0,May,5,2025,26-35,27,22,Tuesday
419,2025-05-28,CUST300,Female,28,Clothing,3,30.0,90.0,May,5,2025,26-35,28,22,Wednesday
420,2025-05-29,CUST301,Female,26,Clothing,4,500.0,2000.0,May,5,2025,26-35,29,22,Thursday
421,2025-05-30,CUST302,Male,51,Clothing,3,500.0,1500.0,May,5,2025,46+,30,22,Friday
422,2025-05-30,CUST303,Female,29,Clothing,3,30.0,90.0,May,5,2025,26-35,30,22,Friday
423,2025-05-31,CUST304,Female,52,Clothing,1,25.0,25.0,May,5,2025,46+,31,22,Saturday
424,2025-05-31,CUST182,Female,52,Beauty,4,300.0,1200.0,May,5,2025,46+,31,22,Saturday
425,2025-05-31,CUST305,Female,18,Electronics,4,30.0,120.0,May,5,2025,18-25,31,22,Saturday
426,2025-06-01,CUST285,Male,57,Electronics,3,50.0,150.0,June,6,2025,46+,1,22,Sunday
427,2025-06-01,CUST306,Male,39,Electronics,1,25.0,25.0,June,6,2025,36-45,1,22,Sunday
428,2025-06-01,CUST307,Female,46,Electronics,4,50.0,200.0,June,6,2025,46+,1,22,Sunday
429,2025-06-02,CUST186,Female,25,Electronics,2,25.0,50.0,June,6,2025,18-25,2,23,Monday
430,2025-06-02,CUST308,Male,28,Electronics,3,300.0,900.0,June,6,2025,26-35,2,23,Monday
431,2025-06-02,CUST290,Male,58,Electronics,4,300.0,1200.0,June,6,2025,46+,2,23,Monday
432,2025-06-03,CUST309,Female,54,Electronics,2,500.0,1000.0,June,6,2025,46+,3,23,Tuesday
433,2025-06-03,CUST310,Male,31,Beauty,4,50.0,200.0,June,6,2025,26-35,3,23,Tuesday
434,2025-06-03,CUST105,Female,47,Electronics,2,25.0,50.0,June,6,2025,46+,3,23,Tuesday
435,2025-06-04,CUST311,Female,52,Beauty,3,300.0,900.0,June,6,2025,46+,4,23,Wednesday
436,2025-06-04,CUST204,Male,38,Clothing,4,30.0,120.0,June,6,2025,36-45,4,23,Wednesday
437,2025-06-04,CUST312,Male,54,Electronics,4,300.0,1200.0,June,6,2025,46+,4,23,Wednesday
438,2025-06-04,CUST304,Female,22,Clothing,1,30.0,30.0,June,6,2025,18-25,4,23,Wednesday
439,2025-06-05,CUST313,Female,36,Clothing,3,25.0,75.0,June,6,2025,36-45,5,23,Thursday
440,2025-06-05,CUST314,Male,31,Clothing,2,300.0,600.0,June,6,2025,26-35,5,23,Thursday
441,2025-06-06,CUST315,Female,43,Beauty,4,300.0,1200.0,June,6,2025,36-45,6,23,Friday
442,2025-06-06,CUST316,Male,21,Clothing,4,25.0,100.0,June,6,2025,18-25,6,23,Friday
443,2025-06-06,CUST317,Female,42,Clothing,2,300.0,600.0,June,6,2025,36-45,6,23,Friday
444,2025-06-06,CUST318,Male,62,Clothing,3,30.0,90.0,June,6,2025,46+,6,23,Friday
445,2025-06-07,CUST319,Male,59,Electronics,1,300.0,300.0,June,6,2025,46+,7,23,Saturday
446,2025-06-07,CUST320,Male,42,Electronics,1,50.0,50.0,June,6,2025,36-45,7,23,Saturday
447,2025-06-08,CUST321,Female,35,Beauty,1,500.0,500.0,June,6,2025,26-35,8,23,Sunday
448,2025-06-08,CUST322,Female,57,Beauty,2,30.0,60.0,June,6,2025,46+,8,23,Sunday
449,2025-06-09,CUST323,Male,25,Electronics,4,50.0,200.0,June,6,2025,18-25,9,24,Monday
450,2025-06-09,CUST324,Female,56,Beauty,2,25.0,50.0,June,6,2025,46+,9,24,Monday
451,2025-06-09,CUST325,Male,57,Electronics,1,30.0,30.0,June,6,2025,46+,9,24,Monday
452,2025-06-10,CUST326,Male,31,Clothing,3,500.0,1500.0,June,6,2025,26-35,10,24,Tuesday
453,2025-06-10,CUST073,Female,49,Clothing,2,500.0,1000.0,June,6,2025,46+,10,24,Tuesday
454,2025-06-10,CUST327,Female,55,Beauty,1,25.0,25.0,June,6,2025,46+,10,24,Tuesday
455,2025-06-10,CUST137,Male,50,Electronics,4,25.0,100.0,June,6,2025,46+,10,24,Tuesday
456,2025-06-11,CUST328,Female,40,Electronics,2,30.0,60.0,June,6,2025,36-45,11,24,Wednesday
457,2025-06-11,CUST257,Female,32,Beauty,3,300.0,900.0,June,6,2025,26-35,11,24,Wednesday
458,2025-06-11,CUST329,Male,50,Electronics,4,25.0,100.0,June,6,2025,46+,11,24,Wednesday
459,2025-06-11,CUST076,Male,42,Clothing,4,300.0,1200.0,June,6,2025,36-45,11,24,Wednesday
460,2025-06-11,CUST330,Female,34,Beauty,1,50.0,50.0,June,6,2025,26-35,11,24,Wednesday
461,2025-06-12,CUST331,Male,50,Beauty,2,500.0,1000.0,June,6,2025,46+,12,24,Thursday
462,2025-06-13,CUST139,Male,64,Electronics,4,300.0,1200.0,June,6,2025,46+,13,24,Friday
463,2025-06-14,CUST332,Female,19,Beauty,3,500.0,1500.0,June,6,2025,18-25,14,24,Saturday
464,2025-06-15,CUST258,Male,31,Electronics,2,300.0,600.0,June,6,2025,26-35,15,24,Sunday
465,2025-06-15,CUST333,Male,57,Electronics,3,50.0,150.0,June,6,2025,46+,15,24,Sunday
466,2025-06-16,CUST334,Female,57,Electronics,4,25.0,100.0,June,6,2025,46+,16,25,Monday
467,2025-06-16,CUST335,Female,56,Electronics,3,50.0,150.0,June,6,2025,46+,16,25,Monday
468,2025-06-17,CUST336,Male,23,Electronics,1,25.0,25.0,June,6,2025,18-25,17,25,Tuesday
469,2025-06-17,CUST337,Male,23,Beauty,3,25.0,75.0,June,6,2025,18-25,17,25,Tuesday
470,2025-06-17,CUST338,Female,20,Clothing,2,500.0,1000.0,June,6,2025,18-25,17,25,Tuesday
471,2025-06-18,CUST339,Female,24,Clothing,3,50.0,150.0,June,6,2025,18-25,18,25,Wednesday
472,2025-06-19,CUST340,Female,25,Beauty,3,300.0,900.0,June,6,2025,18-25,19,25,Thursday
473,2025-06-19,CUST341,Female,59,Beauty,1,50.0,50.0,June,6,2025,46+,19,25,Thursday
474,2025-06-19,CUST342,Male,32,Clothing,3,500.0,1500.0,June,6,2025,26-35,19,25,Thursday
475,2025-06-19,CUST343,Female,64,Clothing,3,25.0,75.0,June,6,2025,46+,19,25,Thursday
476,2025-06-19,CUST344,Female,46,Clothing,4,500.0,2000.0,June,6,2025,46+,19,25,Thursday
477,2025-06-20,CUST345,Male,50,Clothing,4,30.0,120.0,June,6,2025,46+,20,25,Friday
478,2025-06-20,CUST346,Female,47,Clothing,6,30.0,180.0,June,6,2025,46+,20,25,Friday
479,2025-06-21,CUST347,Male,56,Electronics,4,300.0,1200.0,June,6,2025,46+,21,25,Saturday
480,2025-06-21,CUST348,Female,44,Beauty,4,500.0,2000.0,June,6,2025,36-45,21,25,Saturday
481,2025-06-22,CUST349,Female,53,Electronics,4,300.0,1200.0,June,6,2025,46+,22,25,Sunday
482,2025-06-22,CUST350,Female,46,Clothing,4,300.0,1200.0,June,6,2025,46+,22,25,Sunday
483,2025-06-22,CUST351,Male,55,Clothing,1,30.0,30.0,June,6,2025,46+,22,25,Sunday
484,2025-06-22,CUST076,Male,50,Clothing,4,300.0,1200.0,June,6,2025,46+,22,25,Sunday
485,2025-06-23,CUST352,Female,54,Electronics,1,30.0,30.0,June,6,2025,46+,23,26,Monday
486,2025-06-23,CUST139,Male,44,Electronics,1,25.0,25.0,June,6,2025,36-45,23,26,Monday
487,2025-06-24,CUST353,Male,50,Clothing,4,500.0,2000.0,June,6,2025,46+,24,26,Tuesday
488,2025-06-24,CUST258,Male,21,Electronics,3,300.0,900.0,June,6,2025,18-25,24,26,Tuesday
489,2025-06-24,CUST354,Male,39,Electronics,1,30.0,30.0,June,6,2025,36-45,24,26,Tuesday
490,2025-06-24,CUST013,Male,19,Clothing,3,50.0,150.0,June,6,2025,18-25,24,26,Tuesday
491,2025-06-24,CUST355,Male,27,Electronics,3,300.0,900.0,June,6,2025,26-35,24,26,Tuesday
492,2025-06-25,CUST113,Female,22,Beauty,4,25.0,100.0,June,6,2025,18-25,25,26,Wednesday
493,2025-06-26,CUST356,Female,27,Beauty,2,25.0,50.0,June,6,2025,26-35,26,26,Thursday
494,2025-06-26,CUST205,Male,50,Beauty,4,50.0,200.0,June,6,2025,46+,26,26,Thursday
495,2025-06-26,CUST357,Female,55,Beauty,2,30.0,60.0,June,6,2025,46+,26,26,Thursday
496,2025-06-27,CUST305,Female,30,Clothing,2,300.0,600.0,June,6,2025,26-35,27,26,Friday
497,2025-06-28,CUST358,Female,48,Clothing,4,30.0,120.0,June,6,2025,46+,28,26,Saturday
498,2025-06-29,CUST029,Female,64,Clothing,4,25.0,100.0,June,6,2025,46+,29,26,Sunday
499,2025-06-29,CUST359,Male,53,Beauty,2,30.0,60.0,June,6,2025,46+,29,26,Sunday
500,2025-06-29,CUST114,Female,62,Beauty,4,25.0,100.0,June,6,2025,46+,29,26,Sunday
501,2025-06-30,CUST360,Female,41,Electronics,2,30.0,60.0,June,6,2025,36-45,30,27,Monday
502,2025-06-30,CUST212,Male,32,Electronics,3,50.0,150.0,June,6,2025,26-35,30,27,Monday
503,2025-07-01,CUST361,Male,46,Beauty,4,500.0,2000.0,July,7,2025,46+,1,27,Tuesday
504,2025-07-01,CUST309,Female,25,Beauty,3,50.0,150.0,July,7,2025,18-25,1,27,Tuesday
505,2025-07-01,CUST362,Female,22,Beauty,1,50.0,50.0,July,7,2025,18-25,1,27,Tuesday
506,2025-07-01,CUST363,Female,46,Beauty,5,500.0,2500.0,July,7,2025,46+,1,27,Tuesday
507,2025-07-03,CUST364,Female,64,Electronics,3,500.0,1500.0,July,7,2025,46+,3,27,Thursday
508,2025-07-03,CUST365,Female,21,Beauty,2,300.0,600.0,July,7,2025,18-25,3,27,Thursday
509,2025-07-04,CUST366,Female,29,Electronics,3,300.0,900.0,July,7,2025,26-35,4,27,Friday
510,2025-07-05,CUST367,Male,62,Beauty,4,50.0,200.0,July,7,2025,46+,5,27,Saturday
511,2025-07-05,CUST368,Female,19,Beauty,2,50.0,100.0,July,7,2025,18-25,5,27,Saturday
512,2025-07-05,CUST369,Female,25,Beauty,1,25.0,25.0,July,7,2025,18-25,5,27,Saturday
513,2025-07-05,CUST370,Male,49,Electronics,4,25.0,100.0,July,7,2025,46+,5,27,Saturday
514,2025-07-06,CUST371,Male,31,Electronics,1,300.0,300.0,July,7,2025,26-35,6,27,Sunday
515,2025-07-06,CUST372,Male,60,Clothing,3,300.0,900.0,July,7,2025,46+,6,27,Sunday
516,2025-07-06,CUST373,Female,54,Beauty,4,25.0,100.0,July,7,2025,46+,6,27,Sunday
