transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,month,month_number,year,age_group
341,2025-05-06,CUST246,Male,60,Clothing,4,50,200,May,5,2025,46+
342,2025-05-06,CUST108,Male,20,Clothing,4,500,2000,May,5,2025,18-25
343,2025-05-06,CUST247,Male,50,Electronics,2,25,50,May,5,2025,46+
344,2025-05-06,CUST066,Female,23,Beauty,1,30,30,May,5,2025,18-25
345,2025-05-07,CUST248,Female,27,Electronics,1,30,30,May,5,2025,26-35
346,2025-05-07,CUST136,Female,22,Clothing,2,500,1000,May,5,2025,18-25
347,2025-05-07,CUST249,Female,40,Electronics,1,25,25,May,5,2025,36-45
348,2025-05-07,CUST185,Male,27,Electronics,2,300,600,May,5,2025,26-35
349,2025-05-07,CUST150,Male,61,Beauty,1,50,50,May,5,2025,46+
350,2025-05-08,CUST003,Female,19,Beauty,3,25,75,May,5,2025,18-25
351,2025-05-08,CUST251,Male,30,Clothing,3,30,90,May,5,2025,26-35
352,2025-05-08,CUST113,Male,57,Electronics,2,500,1000,May,5,2025,46+
353,2025-05-08,CUST152,Male,19,Electronics,1,500,500,May,5,2025,18-25
354,2025-05-08,CUST253,Female,37,Beauty,4,50,200,May,5,2025,36-45
355,2025-05-08,CUST049,Female,18,Electronics,1,500,500,May,5,2025,18-25
356,2025-05-09,CUST254,Male,54,Electronics,3,500,1500,May,5,2025,46+
357,2025-05-09,CUST255,Female,26,Electronics,3,25,75,May,5,2025,26-35
358,2025-05-09,CUST256,Female,34,Beauty,1,300,300,May,5,2025,26-35
359,2025-05-10,CUST257,Female,26,Clothing,1,50,50,May,5,2025,26-35
360,2025-05-10,CUST258,Female,28,Clothing,4,25,100,May,5,2025,26-35
361,2025-05-11,CUST259,Female,32,Electronics,4,300,1200,May,5,2025,26-35
362,2025-05-12,CUST260,Male,41,Clothing,1,25,25,May,5,2025,36-45
363,2025-05-13,CUST261,Female,55,Beauty,7,25,175,May,5,2025,46+
364,2025-05-13,CUST262,Male,52,Beauty,1,500,500,May,5,2025,46+
365,2025-05-14,CUST263,Male,47,Clothing,1,300,300,May,5,2025,46+
366,2025-05-14,CUST264,Female,48,Clothing,2,50,100,May,5,2025,46+
367,2025-05-14,CUST113,Male,28,Electronics,1,50,50,May,5,2025,26-35
368,2025-05-15,CUST265,Female,32,Clothing,4,300,1200,May,5,2025,26-35
369,2025-05-15,CUST114,Male,23,Electronics,1,500,500,May,5,2025,18-25
370,2025-05-15,CUST266,Female,32,Electronics,2,30,60,May,5,2025,26-35
371,2025-05-16,CUST049,Female,62,Beauty,1,25,25,May,5,2025,46+
372,2025-05-16,CUST267,Female,22,Beauty,3,500,1500,May,5,2025,18-25
373,2025-05-16,CUST118,Female,21,Beauty,2,300,600,May,5,2025,18-25
374,2025-05-16,CUST268,Female,29,Beauty,3,25,75,May,5,2025,26-35
375,2025-05-16,CUST063,Female,30,Clothing,1,50,50,May,5,2025,26-35
376,2025-05-16,CUST269,Male,20,Beauty,1,30,30,May,5,2025,18-25
377,2025-05-16,CUST141,Female,27,Clothing,4,50,200,May,5,2025,26-35
378,2025-05-16,CUST270,Male,27,Beauty,1,300,300,May,5,2025,26-35
379,2025-05-16,CUST142,Male,57,Clothing,1,25,25,May,5,2025,46+
380,2025-05-16,CUST271,Female,18,Electronics,2,300,600,May,5,2025,18-25
381,2025-05-16,CUST144,Female,34,Clothing,4,25,100,May,5,2025,26-35
382,2025-05-17,CUST272,Female,26,Clothing,2,500,1000,May,5,2025,26-35
383,2025-05-17,CUST147,Female,28,Beauty,3,30,90,May,5,2025,26-35
384,2025-05-17,CUST273,Female,32,Clothing,5,500,2500,May,5,2025,26-35
385,2025-05-18,CUST150,Female,55,Electronics,3,500,1500,May,5,2025,46+
386,2025-05-18,CUST274,Female,29,Electronics,2,300,600,May,5,2025,26-35
387,2025-05-19,CUST275,Male,39,Beauty,1,30,30,May,5,2025,36-45
388,2025-05-19,CUST276,Female,25,Electronics,1,25,25,May,5,2025,18-25
389,2025-05-19,CUST277,Female,47,Clothing,2,25,50,May,5,2025,46+
390,2025-05-20,CUST278,Female,52,Electronics,2,50,100,May,5,2025,46+
391,2025-05-20,CUST279,Male,54,Beauty,2,25,50,May,5,2025,46+
392,2025-05-20,CUST280,Female,42,Clothing,2,300,600,May,5,2025,36-45
393,2025-05-21,CUST281,Female,57,Beauty,2,500,1000,May,5,2025,46+
394,2025-05-21,CUST282,Male,25,Clothing,1,500,500,May,5,2025,18-25
395,2025-05-21,CUST283,Female,49,Electronics,2,500,1000,May,5,2025,46+
396,2025-05-22,CUST284,Female,32,Beauty,1,30,30,May,5,2025,26-35
397,2025-05-22,CUST063,Male,64,Beauty,1,25,25,May,5,2025,46+
398,2025-05-22,CUST285,Female,19,Clothing,2,300,600,May,5,2025,18-25
399,2025-05-22,CUST183,Female,20,Beauty,2,30,60,May,5,2025,18-25
400,2025-05-23,CUST286,Female,24,Clothing,4,50,200,May,5,2025,18-25
401,2025-05-23,CUST279,Female,25,Clothing,1,300,300,May,5,2025,18-25
402,2025-05-23,CUST287,Female,59,Clothing,2,300,600,May,5,2025,46+
403,2025-05-23,CUST288,Female,64,Clothing,2,300,600,May,5,2025,46+
404,2025-05-23,CUST003,Male,50,Electronics,2,500,1000,May,5,2025,46+
405,2025-05-23,CUST289,Female,46,Clothing,4,300,1200,May,5,2025,46+
406,2025-05-23,CUST076,Male,44,Beauty,4,25,100,May,5,2025,36-45
407,2025-05-23,CUST290,Male,19,Electronics,3,300,900,May,5,2025,18-25
408,2025-05-23,CUST139,Female,22,Beauty,1,500,500,May,5,2025,18-25
409,2025-05-24,CUST291,Female,55,Electronics,3,300,900,May,5,2025,46+
410,2025-05-25,CUST258,Female,30,Clothing,2,50,100,May,5,2025,26-35
411,2025-05-25,CUST292,Female,64,Electronics,4,50,200,May,5,2025,46+
412,2025-05-25,CUST293,Female,22,Electronics,4,500,2000,May,5,2025,18-25
413,2025-05-26,CUST294,Female,64,Beauty,3,25,75,May,5,2025,46+
414,2025-05-26,CUST295,Female,44,Beauty,4,25,100,May,5,2025,36-45
415,2025-05-26,CUST296,Male,48,Clothing,2,30,60,May,5,2025,46+
416,2025-05-27,CUST297,Male,22,Electronics,4,500,2000,May,5,2025,18-25
417,2025-05-27,CUST298,Male,61,Electronics,3,300,900,May,5,2025,46+
418,2025-05-27,CUST299,Male,31,Electronics,2,500,1000,May,5,2025,26-35
419,2025-05-28,CUST300,Female,28,Clothing,3,30,90,May,5,2025,26-35
420,2025-05-29,CUST301,Female,26,Clothing,4,500,2000,May,5,2025,26-35
421,2025-05-30,CUST302,Male,51,Clothing,3,500,1500,May,5,2025,46+
422,2025-05-30,CUST303,Female,29,Clothing,3,30,90,May,5,2025,26-35
423,2025-05-31,CUST304,Female,52,Clothing,1,25,25,May,5,2025,46+
424,2025-05-31,CUST182,Female,52,Beauty,4,300,1200,May,5,2025,46+
425,2025-05-31,CUST305,Female,18,Electronics,4,30,120,May,5,2025,18-25
426,2025-06-01,CUST285,Male,57,Electronics,3,50,150,June,6,2025,46+
427,2025-06-01,CUST306,Male,39,Electronics,1,25,25,June,6,2025,36-45
428,2025-06-01,CUST307,Female,46,Electronics,4,50,200,June,6,2025,46+
429,2025-06-02,CUST186,Female,25,Electronics,2,25,50,June,6,2025,18-25
430,2025-06-02,CUST308,Male,28,Electronics,3,300,900,June,6,2025,26-35
431,2025-06-02,CUST290,Male,58,Electronics,4,300,1200,June,6,2025,46+
432,2025-06-03,CUST309,Female,54,Electronics,2,500,1000,June,6,2025,46+
433,2025-06-03,CUST310,Male,31,Beauty,4,50,200,June,6,2025,26-35
434,2025-06-03,CUST105,Female,47,Electronics,2,25,50,June,6,2025,46+
435,2025-06-04,CUST311,Female,52,Beauty,3,300,900,June,6,2025,46+
436,2025-06-04,CUST204,Male,38,Clothing,4,30,120,June,6,2025,36-45
437,2025-06-04,CUST312,Male,54,Electronics,4,300,1200,June,6,2025,46+
438,2025-06-04,CUST304,Female,22,Clothing,1,30,30,June,6,2025,18-25
439,2025-06-05,CUST313,Female,36,Clothing,3,25,75,June,6,2025,36-45
440,2025-06-05,CUST314,Male,31,Clothing,2,300,600,June,6,2025,26-35
441,2025-06-06,CUST315,Female,43,Beauty,4,300,1200,June,6,2025,36-45
442,2025-06-06,CUST316,Male,21,Clothing,4,25,100,June,6,2025,18-25
443,2025-06-06,CUST317,Female,42,Clothing,2,300,600,June,6,2025,36-45
444,2025-06-06,CUST318,Male,62,Clothing,3,30,90,June,6,2025,46+
445,2025-06-07,CUST319,Male,59,Electronics,1,300,300,June,6,2025,46+
446,2025-06-07,CUST320,Male,42,Electronics,1,50,50,June,6,2025,36-45
447,2025-06-08,CUST321,Female,35,Beauty,1,500,500,June,6,2025,26-35
448,2025-06-08,CUST322,Female,57,Beauty,2,30,60,June,6,2025,46+
449,2025-06-09,CUST323,Male,25,Electronics,4,50,200,June,6,2025,18-25
450,2025-06-09,CUST324,Female,56,Beauty,2,25,50,June,6,2025,46+
451,2025-06-09,CUST325,Male,57,Electronics,1,30,30,June,6,2025,46+
452,2025-06-10,CUST326,Male,31,Clothing,3,500,1500,June,6,2025,26-35
453,2025-06-10,CUST073,Female,49,Clothing,2,500,1000,June,6,2025,46+
454,2025-06-10,CUST327,Female,55,Beauty,1,25,25,June,6,2025,46+
455,2025-06-10,CUST137,Male,50,Electronics,4,25,100,June,6,2025,46+
456,2025-06-11,CUST328,Female,40,Electronics,2,30,60,June,6,2025,36-45
457,2025-06-11,CUST257,Female,32,Beauty,3,300,900,June,6,2025,26-35
458,2025-06-11,CUST329,Male,50,Electronics,4,25,100,June,6,2025,46+
459,2025-06-11,CUST076,Male,42,Clothing,4,300,1200,June,6,2025,36-45
460,2025-06-11,CUST330,Female,34,Beauty,1,50,50,June,6,2025,26-35
461,2025-06-12,CUST331,Male,50,Beauty,2,500,1000,June,6,2025,46+
462,2025-06-13,CUST139,Male,64,Electronics,4,300,1200,June,6,2025,46+
463,2025-06-14,CUST332,Female,19,Beauty,3,500,1500,June,6,2025,18-25
464,2025-06-15,CUST258,Male,31,Electronics,2,300,600,June,6,2025,26-35
465,2025-06-15,CUST333,Male,57,Electronics,3,50,150,June,6,2025,46+
466,2025-06-16,CUST334,Female,57,Electronics,4,25,100,June,6,2025,46+
467,2025-06-16,CUST335,Female,56,Electronics,3,50,150,June,6,2025,46+
468,2025-06-17,CUST336,Male,23,Electronics,1,25,25,June,6,2025,18-25
469,2025-06-17,CUST337,Male,23,Beauty,3,25,75,June,6,2025,18-25
470,2025-06-17,CUST338,Female,20,Clothing,2,500,1000,June,6,2025,18-25
471,2025-06-18,CUST339,Female,24,Clothing,3,50,150,June,6,2025,18-25
472,2025-06-19,CUST340,Female,25,Beauty,3,300,900,June,6,2025,18-25
473,2025-06-19,CUST341,Female,59,Beauty,1,50,50,June,6,2025,46+
474,2025-06-19,CUST342,Male,32,Clothing,3,500,1500,June,6,2025,26-35
475,2025-06-19,CUST343,Female,64,Clothing,3,25,75,June,6,2025,46+
476,2025-06-19,CUST344,Female,46,Clothing,4,500,2000,June,6,2025,46+
477,2025-06-20,CUST345,Male,50,Clothing,4,30,120,June,6,2025,46+
478,2025-06-20,CUST346,Female,47,Clothing,6,30,180,June,6,2025,46+
479,2025-06-21,CUST347,Male,56,Electronics,4,300,1200,June,6,2025,46+
480,2025-06-21,CUST348,Female,44,Beauty,4,500,2000,June,6,2025,36-45
481,2025-06-22,CUST349,Female,53,Electronics,4,300,1200,June,6,2025,46+
482,2025-06-22,CUST350,Female,46,Clothing,4,300,1200,June,6,2025,46+
483,2025-06-22,CUST351,Male,55,Clothing,1,30,30,June,6,2025,46+
484,2025-06-22,CUST076,Male,50,Clothing,4,300,1200,June,6,2025,46+
485,2025-06-23,CUST352,Female,54,Electronics,1,30,30,June,6,2025,46+
486,2025-06-23,CUST139,Male,44,Electronics,1,25,25,June,6,2025,36-45
487,2025-06-24,CUST353,Male,50,Clothing,4,500,2000,June,6,2025,46+
488,2025-06-24,CUST258,Male,21,Electronics,3,300,900,June,6,2025,18-25
489,2025-06-24,CUST354,Male,39,Electronics,1,30,30,June,6,2025,36-45
490,2025-06-24,CUST013,Male,19,Clothing,3,50,150,June,6,2025,18-25
491,2025-06-24,CUST355,Male,27,Electronics,3,300,900,June,6,2025,26-35
492,2025-06-25,CUST113,Female,22,Beauty,4,25,100,June,6,2025,18-25
493,2025-06-26,CUST356,Female,27,Beauty,2,25,50,June,6,2025,26-35
494,2025-06-26,CUST205,Male,50,Beauty,4,50,200,June,6,2025,46+
495,2025-06-26,CUST357,Female,55,Beauty,2,30,60,June,6,2025,46+
496,2025-06-27,CUST305,Female,30,Clothing,2,300,600,June,6,2025,26-35
497,2025-06-28,CUST358,Female,48,Clothing,4,30,120,June,6,2025,46+
498,2025-06-29,CUST029,Female,64,Clothing,4,25,100,June,6,2025,46+
499,2025-06-29,CUST359,Male,53,Beauty,2,30,60,June,6,2025,46+
500,2025-06-29,CUST114,Female,62,Beauty,4,25,100,June,6,2025,46+
501,2025-06-30,CUST360,Female,41,Electronics,2,30,60,June,6,2025,36-45
502,2025-06-30,CUST212,Male,32,Electronics,3,50,150,June,6,2025,26-35
503,2025-07-01,CUST361,Male,46,Beauty,4,500,2000,July,7,2025,46+
504,2025-07-01,CUST309,Female,25,Beauty,3,50,150,July,7,2025,18-25
505,2025-07-01,CUST362,Female,22,Beauty,1,50,50,July,7,2025,18-25
506,2025-07-01,CUST363,Female,46,Beauty,5,500,2500,July,7,2025,46+
507,2025-07-03,CUST364,Female,64,Electronics,3,500,1500,July,7,2025,46+
508,2025-07-03,CUST365,Female,21,Beauty,2,300,600,July,7,2025,18-25
509,2025-07-04,CUST366,Female,29,Electronics,3,300,900,July,7,2025,26-35
510,2025-07-05,CUST367,Male,62,Beauty,4,50,200,July,7,2025,46+
511,2025-07-05,CUST368,Female,19,Beauty,2,50,100,July,7,2025,18-25
512,2025-07-05,CUST369,Female,25,Beauty,1,25,25,July,7,2025,18-25
513,2025-07-05,CUST370,Male,49,Electronics,4,25,100,July,7,2025,46+
514,2025-07-06,CUST371,Male,31,Electronics,1,300,300,July,7,2025,26-35
515,2025-07-06,CUST372,Male,60,Clothing,3,300,900,July,7,2025,46+
516,2025-07-06,CUST373,Female,54,Beauty,4,25,100,July,7,2025,46+
517,2025-07-08,CUST374,Female,31,Clothing,4,25,100,July,7,2025,26-35
518,2025-07-08,CUST094,Male,35,Clothing,1,30,30,July,7,2025,26-35
519,2025-07-09,CUST375,Female,24,Electronics,4,30,120,July,7,2025,18-25
520,2025-07-09,CUST161,Male,36,Electronics,4,25,100,July,7,2025,36-45
521,2025-07-09,CUST376,Female,18,Clothing,4,30,120,July,7,2025,18-25
522,2025-07-09,CUST260,Male,19,Beauty,3,500,1500,July,7,2025,18-25
523,2025-07-11,CUST377,Female,40,Electronics,1,300,300,July,7,2025,36-45
524,2025-07-11,CUST307,Male,54,Beauty,4,300,1200,July,7,2025,46+
525,2025-07-12,CUST378,Female,47,Beauty,2,25,50,July,7,2025,46+
526,2025-07-13,CUST213,Female,52,Clothing,2,50,100,July,7,2025,46+
527,2025-07-14,CUST379,Female,61,Clothing,2,25,50,July,7,2025,46+
528,2025-07-14,CUST380,Male,41,Clothing,2,30,60,July,7,2025,36-45
529,2025-07-14,CUST381,Male,34,Clothing,3,50,150,July,7,2025,26-35
530,2025-07-14,CUST076,Male,31,Electronics,4,30,120,July,7,2025,26-35
531,2025-07-14,CUST382,Female,26,Electronics,1,500,500,July,7,2025,26-35
532,2025-07-14,CUST139,Male,57,Clothing,4,30,120,July,7,2025,46+
533,2025-07-14,CUST383,Male,42,Electronics,3,500,1500,July,7,2025,36-45
534,2025-07-14,CUST258,Male,43,Clothing,2,500,1000,July,7,2025,36-45
535,2025-07-14,CUST384,Female,54,Beauty,3,30,90,July,7,2025,46+
536,2025-07-14,CUST385,Male,38,Beauty,4,30,120,July,7,2025,36-45
537,2025-07-15,CUST386,Male,59,Beauty,1,500,500,July,7,2025,46+
538,2025-07-15,CUST387,Female,58,Clothing,3,50,150,July,7,2025,46+
539,2025-07-16,CUST388,Male,51,Beauty,6,500,3000,July,7,2025,46+
540,2025-07-16,CUST389,Male,54,Electronics,3,300,900,July,7,2025,46+
541,2025-07-17,CUST331,Male,42,Beauty,1,500,500,July,7,2025,36-45
542,2025-07-17,CUST390,Female,55,Beauty,1,50,50,July,7,2025,46+
543,2025-07-19,CUST292,Male,40,Beauty,2,300,600,July,7,2025,36-45
544,2025-07-19,CUST391,Male,59,Electronics,1,25,25,July,7,2025,46+
545,2025-07-19,CUST185,Female,44,Clothing,2,25,50,July,7,2025,36-45
546,2025-07-19,CUST392,Male,23,Electronics,4,50,200,July,7,2025,18-25
547,2025-07-21,CUST289,Female,44,Clothing,4,500,2000,July,7,2025,36-45
548,2025-07-22,CUST393,Male,57,Clothing,2,30,60,July,7,2025,46+
549,2025-07-22,CUST358,Female,43,Beauty,2,50,100,July,7,2025,36-45
550,2025-07-23,CUST394,Female,38,Clothing,3,300,900,July,7,2025,36-45
551,2025-07-24,CUST026,Female,45,Electronics,3,300,900,July,7,2025,36-45
552,2025-07-24,CUST395,Female,53,Electronics,3,25,75,July,7,2025,46+
553,2025-07-24,CUST113,Female,28,Clothing,4,300,1200,July,7,2025,26-35
554,2025-07-24,CUST396,Male,56,Beauty,3,50,150,July,7,2025,46+
555,2025-07-24,CUST211,Female,52,Beauty,1,300,300,July,7,2025,46+
556,2025-07-25,CUST397,Female,51,Electronics,2,50,100,July,7,2025,46+
557,2025-07-25,CUST398,Female,64,Beauty,3,30,90,July,7,2025,46+
558,2025-07-25,CUST399,Female,50,Clothing,1,25,25,July,7,2025,46+
559,2025-07-26,CUST400,Male,53,Clothing,4,300,1200,July,7,2025,46+
560,2025-07-26,CUST401,Female,37,Electronics,1,50,50,July,7,2025,36-45
561,2025-07-26,CUST402,Female,60,Clothing,4,500,2000,July,7,2025,46+
562,2025-07-27,CUST403,Female,44,Electronics,2,25,50,July,7,2025,36-45
563,2025-07-27,CUST404,Male,48,Clothing,2,30,60,July,7,2025,46+
564,2025-07-27,CUST405,Male,53,Electronics,2,50,100,July,7,2025,46+
565,2025-07-28,CUST406,Male,53,Beauty,2,30,60,July,7,2025,46+
566,2025-07-28,CUST407,Male,43,Clothing,1,30,30,July,7,2025,36-45
567,2025-07-28,CUST408,Female,60,Clothing,3,300,900,July,7,2025,46+
568,2025-07-28,CUST409,Female,44,Electronics,1,300,300,July,7,2025,36-45
569,2025-07-28,CUST410,Female,22,Electronics,4,50,200,July,7,2025,18-25
570,2025-07-29,CUST411,Female,37,Clothing,1,500,500,July,7,2025,36-45
571,2025-07-29,CUST076,Female,28,Electronics,1,50,50,July,7,2025,26-35
572,2025-07-30,CUST412,Female,27,Clothing,4,500,2000,July,7,2025,26-35
573,2025-07-30,CUST139,Male,57,Beauty,2,30,60,July,7,2025,46+
574,2025-07-31,CUST413,Female,55,Electronics,2,25,50,July,7,2025,46+
575,2025-08-01,CUST258,Male,23,Clothing,2,50,100,August,8,2025,18-25
576,2025-08-01,CUST414,Male,25,Beauty,3,50,150,August,8,2025,18-25
577,2025-08-01,CUST049,Female,40,Beauty,4,500,2000,August,8,2025,36-45
578,2025-08-02,CUST415,Male,64,Clothing,4,30,120,August,8,2025,46+
579,2025-08-03,CUST108,Female,43,Electronics,1,30,30,August,8,2025,36-45
580,2025-08-03,CUST416,Male,63,Clothing,3,500,1500,August,8,2025,46+
581,2025-08-03,CUST310,Female,60,Beauty,2,30,60,August,8,2025,46+
582,2025-08-04,CUST417,Male,29,Clothing,3,300,900,August,8,2025,26-35
583,2025-08-04,CUST414,Female,43,Electronics,4,25,100,August,8,2025,36-45
584,2025-08-04,CUST418,Female,30,Beauty,4,50,200,August,8,2025,26-35
585,2025-08-04,CUST419,Female,57,Clothing,1,25,25,August,8,2025,46+
586,2025-08-05,CUST420,Female,35,Electronics,1,50,50,August,8,2025,26-35
587,2025-08-05,CUST421,Female,42,Beauty,4,300,1200,August,8,2025,36-45
588,2025-08-05,CUST422,Male,50,Electronics,2,30,60,August,8,2025,46+
589,2025-08-05,CUST423,Male,64,Beauty,2,500,1000,August,8,2025,46+
590,2025-08-05,CUST424,Male,57,Clothing,3,300,900,August,8,2025,46+
591,2025-08-05,CUST425,Female,60,Electronics,4,25,100,August,8,2025,46+
592,2025-08-05,CUST426,Male,29,Beauty,4,500,2000,August,8,2025,26-35
593,2025-08-05,CUST427,Female,61,Electronics,2,30,60,August,8,2025,46+
594,2025-08-06,CUST428,Female,53,Electronics,2,300,600,August,8,2025,46+
595,2025-08-06,CUST429,Male,21,Clothing,4,500,2000,August,8,2025,18-25
596,2025-08-07,CUST430,Male,22,Electronics,1,300,300,August,8,2025,18-25
597,2025-08-07,CUST431,Female,54,Beauty,4,300,1200,August,8,2025,46+
598,2025-08-08,CUST432,Male,25,Beauty,4,30,120,August,8,2025,18-25
599,2025-08-08,CUST433,Female,59,Beauty,2,50,100,August,8,2025,46+
600,2025-08-08,CUST434,Female,45,Beauty,2,500,1000,August,8,2025,36-45
601,2025-08-08,CUST018,Female,48,Clothing,1,30,30,August,8,2025,46+
602,2025-08-09,CUST435,Female,26,Electronics,1,300,300,August,8,2025,26-35
603,2025-08-09,CUST111,Female,46,Clothing,3,30,90,August,8,2025,46+
604,2025-08-09,CUST436,Male,31,Electronics,4,50,200,August,8,2025,26-35
605,2025-08-09,CUST113,Male,57,Electronics,2,500,1000,August,8,2025,46+
606,2025-08-10,CUST437,Female,58,Electronics,1,50,50,August,8,2025,46+
607,2025-08-11,CUST108,Female,39,Clothing,3,25,75,August,8,2025,36-45
608,2025-08-11,CUST438,Male,28,Electronics,3,500,1500,August,8,2025,26-35
609,2025-08-11,CUST213,Male,40,Clothing,2,50,100,August,8,2025,36-45
610,2025-08-12,CUST439,Female,18,Beauty,2,300,600,August,8,2025,18-25
611,2025-08-12,CUST411,Male,63,Beauty,3,500,1500,August,8,2025,46+
612,2025-08-12,CUST440,Female,54,Electronics,1,500,500,August,8,2025,46+
613,2025-08-12,CUST412,Male,38,Clothing,3,30,90,August,8,2025,36-45
614,2025-08-13,CUST441,Female,43,Beauty,4,300,1200,August,8,2025,36-45
615,2025-08-13,CUST442,Male,63,Clothing,4,25,100,August,8,2025,46+
616,2025-08-14,CUST443,Female,53,Clothing,2,50,100,August,8,2025,46+
617,2025-08-14,CUST444,Male,40,Electronics,1,30,30,August,8,2025,36-45
618,2025-08-15,CUST445,Male,18,Beauty,4,50,200,August,8,2025,18-25
619,2025-08-15,CUST446,Female,57,Electronics,4,25,100,August,8,2025,46+
620,2025-08-15,CUST447,Male,32,Electronics,3,25,75,August,8,2025,26-35
621,2025-08-15,CUST448,Female,38,Beauty,2,500,1000,August,8,2025,36-45
622,2025-08-15,CUST449,Male,64,Beauty,3,25,75,August,8,2025,46+
623,2025-08-15,CUST450,Female,26,Clothing,3,50,150,August,8,2025,26-35
624,2025-08-17,CUST451,Male,26,Beauty,3,300,900,August,8,2025,26-35
625,2025-08-18,CUST139,Female,27,Clothing,1,300,300,August,8,2025,26-35
626,2025-08-18,CUST452,Male,43,Clothing,4,500,2000,August,8,2025,36-45
627,2025-08-18,CUST258,Female,58,Clothing,1,50,50,August,8,2025,46+
628,2025-08-19,CUST453,Male,52,Beauty,4,50,200,August,8,2025,46+
629,2025-08-19,CUST049,Female,42,Electronics,2,25,50,August,8,2025,36-45
630,2025-08-19,CUST454,Female,43,Clothing,2,50,100,August,8,2025,36-45
631,2025-08-19,CUST108,Female,28,Electronics,3,30,90,August,8,2025,26-35
632,2025-08-20,CUST455,Male,55,Electronics,4,25,100,August,8,2025,46+
633,2025-08-21,CUST310,Female,19,Beauty,4,30,120,August,8,2025,18-25
634,2025-08-21,CUST456,Male,24,Electronics,4,500,2000,August,8,2025,18-25
635,2025-08-21,CUST414,Female,35,Electronics,3,300,900,August,8,2025,26-35
636,2025-08-21,CUST457,Male,44,Beauty,3,500,1500,August,8,2025,36-45
637,2025-08-21,CUST458,Female,51,Clothing,2,300,600,August,8,2025,46+
638,2025-08-21,CUST459,Male,44,Electronics,1,500,500,August,8,2025,36-45
639,2025-08-22,CUST460,Male,34,Beauty,4,50,200,August,8,2025,26-35
640,2025-08-22,CUST461,Female,60,Electronics,4,30,120,August,8,2025,46+
641,2025-08-23,CUST462,Male,61,Electronics,1,300,300,August,8,2025,46+
642,2025-08-23,CUST463,Male,41,Clothing,4,25,100,August,8,2025,36-45
643,2025-08-23,CUST464,Female,42,Electronics,3,30,90,August,8,2025,36-45
644,2025-08-24,CUST465,Male,24,Beauty,3,25,75,August,8,2025,18-25
645,2025-08-24,CUST466,Male,23,Electronics,4,30,120,August,8,2025,18-25
646,2025-08-24,CUST076,Male,41,Clothing,3,30,90,August,8,2025,36-45
647,2025-08-25,CUST467,Female,50,Clothing,3,500,1500,August,8,2025,46+
648,2025-08-25,CUST139,Male,46,Beauty,4,300,1200,August,8,2025,46+
649,2025-08-25,CUST468,Female,60,Clothing,2,300,600,August,8,2025,46+
650,2025-08-26,CUST258,Male,39,Electronics,1,30,30,August,8,2025,36-45
651,2025-08-26,CUST469,Male,43,Clothing,3,50,150,August,8,2025,36-45
652,2025-08-26,CUST049,Male,45,Beauty,2,50,100,August,8,2025,36-45
653,2025-08-27,CUST470,Female,38,Clothing,3,25,75,August,8,2025,36-45
654,2025-08-27,CUST108,Male,24,Clothing,3,25,75,August,8,2025,18-25
655,2025-08-27,CUST471,Male,34,Clothing,1,500,500,August,8,2025,26-35
656,2025-08-27,CUST310,Female,37,Beauty,3,30,90,August,8,2025,36-45
657,2025-08-28,CUST472,Male,58,Clothing,1,25,25,August,8,2025,46+
658,2025-08-28,CUST414,Female,37,Clothing,3,25,75,August,8,2025,36-45
659,2025-08-28,CUST473,Female,39,Electronics,1,30,30,August,8,2025,36-45
660,2025-08-29,CUST474,Male,45,Beauty,2,500,1000,August,8,2025,36-45
661,2025-08-29,CUST475,Female,57,Clothing,4,25,100,August,8,2025,46+
662,2025-08-29,CUST003,Male,24,Beauty,2,500,1000,August,8,2025,18-25
663,2025-08-29,CUST063,Female,18,Clothing,4,300,1200,August,8,2025,18-25
664,2025-08-31,CUST476,Female,49,Clothing,4,500,2000,August,8,2025,46+
665,2025-08-31,CUST063,Male,30,Clothing,1,50,50,August,8,2025,26-35
666,2025-08-31,CUST477,Female,47,Electronics,3,50,150,August,8,2025,46+
667,2025-08-31,CUST478,Female,40,Electronics,1,500,500,August,8,2025,36-45
668,2025-08-31,CUST479,Female,36,Electronics,3,50,150,August,8,2025,36-45
669,2025-09-01,CUST003,Female,49,Beauty,4,300,1200,September,9,2025,46+
670,2025-09-01,CUST480,Female,47,Beauty,1,30,30,September,9,2025,46+
671,2025-09-01,CUST213,Male,46,Electronics,3,50,150,September,9,2025,46+
672,2025-09-01,CUST481,Female,62,Beauty,2,50,100,September,9,2025,46+
673,2025-09-02,CUST073,Male,46,Clothing,3,500,1500,September,9,2025,46+
674,2025-09-02,CUST482,Female,47,Clothing,1,300,300,September,9,2025,46+
675,2025-09-02,CUST256,Male,33,Clothing,2,30,60,September,9,2025,26-35
676,2025-09-03,CUST483,Male,57,Electronics,3,500,1500,September,9,2025,46+
677,2025-09-04,CUST289,Female,36,Beauty,3,500,1500,September,9,2025,36-45
678,2025-09-05,CUST484,Female,35,Electronics,3,300,900,September,9,2025,26-35
679,2025-09-05,CUST290,Female,18,Beauty,3,30,90,September,9,2025,18-25
680,2025-09-06,CUST485,Male,31,Clothing,3,300,900,September,9,2025,26-35
681,2025-09-06,CUST076,Female,64,Electronics,2,30,60,September,9,2025,46+
