Transaction ID,date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
461,2025-06-12,CUST362,Male,50,Beauty,2,500,1000
462,2025-06-13,CUST363,Male,64,Electronics,4,300,1200
463,2025-06-14,CUST364,Female,19,Beauty,3,500,1500
464,2025-06-15,CUST365,Male,31,Electronics,2,300,600
465,2025-06-15,CUST366,Male,57,Electronics,3,50,150
466,2025-06-16,CUST367,Female,57,Electronics,4,25,100
467,2025-06-16,CUST368,Female,56,Electronics,3,50,150
468,2025-06-17,CUST369,Male,23,Electronics,1,25,25
469,2025-06-17,CUST370,Male,23,Beauty,3,25,75
470,2025-06-17,CUST371,Female,20,Clothing,2,500,1000
471,2025-06-18,CUST372,Female,24,Clothing,3,50,150
472,2025-06-19,CUST373,Female,25,Beauty,3,300,900
473,2025-06-19,CUST374,Female,59,Beauty,1,50,50
474,2025-06-19,CUST375,Male,32,Clothing,3,500,1500
475,2025-06-19,CUST376,Female,64,Clothing,3,25,75
476,2025-06-19,CUST377,Female,46,Clothing,4,500,2000
477,2025-06-20,CUST378,Male,50,Clothing,4,30,120
478,2025-06-20,CUST379,Female,47,Clothing,6,30,180
479,2025-06-21,CUST380,Male,56,Electronics,4,300,1200
480,2025-06-21,CUST381,Female,44,Beauty,4,500,2000
481,2025-06-22,CUST382,Female,53,Electronics,4,300,1200
482,2025-06-22,CUST383,Female,46,Clothing,4,300,1200
483,2025-06-22,CUST384,Male,55,Clothing,1,30,30
484,2025-06-22,CUST385,Male,50,Clothing,4,300,1200
485,2025-06-23,CUST386,Female,54,Electronics,1,30,30
486,2025-06-23,CUST387,Male,44,Electronics,1,25,25
487,2025-06-24,CUST388,Male,50,Clothing,4,500,2000
488,2025-06-24,CUST389,Male,21,Electronics,3,300,900
489,2025-06-24,CUST390,Male,39,Electronics,1,30,30
490,2025-06-24,CUST391,Male,19,Clothing,3,50,150
491,2025-06-24,CUST392,Male,27,Electronics,3,300,900
492,2025-06-25,CUST393,Female,22,Beauty,4,25,100
493,2025-06-26,CUST394,Female,27,Beauty,2,25,50
494,2025-06-26,CUST395,Male,50,Beauty,4,50,200
495,2025-06-26,CUST396,Female,55,Beauty,2,30,60
496,2025-06-27,CUST397,Female,30,Clothing,2,300,600
497,2025-06-28,CUST398,Female,48,Clothing,4,30,120
498,2025-06-29,CUST399,Female,64,Clothing,4,25,100
499,2025-06-29,CUST400,Male,53,Beauty,2,30,60
500,2025-06-29,CUST401,Female,62,Beauty,4,25,100
501,2025-06-30,CUST402,Female,41,Electronics,2,30,60
502,2025-06-30,CUST403,Male,32,Electronics,3,50,150
503,2025-07-01,CUST404,Male,46,Beauty,4,500,2000
504,2025-07-01,CUST405,Female,25,Beauty,3,50,150
505,2025-07-01,CUST406,Female,22,Beauty,1,50,50
506,2025-07-01,CUST407,Female,46,Beauty,5,500,2500
507,2025-07-03,CUST408,Female,64,Electronics,3,500,1500
508,2025-07-03,CUST409,Female,21,Beauty,2,300,600
509,2025-07-04,CUST410,Female,29,Electronics,3,300,900
510,2025-07-05,CUST411,Male,62,Beauty,4,50,200
511,2025-07-05,CUST412,Female,19,Beauty,2,50,100
512,2025-07-05,CUST567,Female,25,Beauty,1,25,25
513,2025-07-05,CUST570,Male,49,Electronics,4,25,100
514,2025-07-06,CUST572,Male,31,Electronics,1,300,300
515,2025-07-06,CUST575,Male,60,Clothing,3,300,900
516,2025-07-06,CUST578,Female,54,Beauty,4,25,100
517,2025-07-08,CUST580,Female,31,Clothing,4,25,100
518,2025-07-08,CUST582,Male,35,Clothing,1,30,30
519,2025-07-09,CUST585,Female,24,Electronics,4,30,120
520,2025-07-09,CUST590,Male,36,Electronics,4,25,100
521,2025-07-09,CUST595,Female,18,Clothing,4,30,120
522,2025-07-09,CUST601,Male,19,Beauty,3,500,1500
523,2025-07-11,CUST603,Female,40,Electronics,1,300,300
524,2025-07-11,CUST607,Male,54,Beauty,4,300,1200
525,2025-07-12,CUST609,Female,47,Beauty,2,25,50
526,2025-07-13,CUST613,Female,52,Clothing,2,50,100
527,2025-07-14,CUST615,Female,61,Clothing,2,25,50
528,2025-07-14,CUST616,Male,41,Clothing,2,30,60
529,2025-07-14,CUST623,Male,34,Clothing,3,50,150
530,2025-07-14,CUST625,Male,31,Electronics,4,30,120
531,2025-07-14,CUST626,Female,26,Electronics,1,500,500
532,2025-07-14,CUST627,Male,57,Clothing,4,30,120
533,2025-07-14,CUST630,Male,42,Electronics,3,500,1500
534,2025-07-14,CUST637,Male,43,Clothing,2,500,1000
535,2025-07-14,CUST642,Female,54,Beauty,3,30,90
536,2025-07-14,CUST646,Male,38,Beauty,4,30,120
537,2025-07-15,CUST647,Male,59,Beauty,1,500,500
538,2025-07-15,CUST649,Female,58,Clothing,3,50,150
539,2025-07-16,CUST651,Male,51,Beauty,6,500,3000
540,2025-07-16,CUST653,Male,54,Electronics,3,300,900
541,2025-07-17,CUST654,Male,42,Beauty,1,500,500
542,2025-07-17,CUST655,Female,55,Beauty,1,50,50
543,2025-07-19,CUST657,Male,40,Beauty,2,300,600
544,2025-07-19,CUST658,Male,59,Electronics,1,25,25
545,2025-07-19,CUST661,Female,44,Clothing,2,25,50
546,2025-07-19,CUST663,Male,23,Electronics,4,50,200
547,2025-07-21,CUST664,Female,44,Clothing,4,500,2000
548,2025-07-22,CUST665,Male,57,Clothing,2,30,60
549,2025-07-22,CUST673,Female,43,Beauty,2,50,100
550,2025-07-23,CUST674,Female,38,Clothing,3,300,900
551,2025-07-24,CUST675,Female,45,Electronics,3,300,900
552,2025-07-24,CUST680,Female,53,Electronics,3,25,75
553,2025-07-24,CUST684,Female,28,Clothing,4,300,1200
554,2025-07-24,CUST688,Male,56,Beauty,3,50,150
555,2025-07-24,CUST690,Female,52,Beauty,1,300,300
556,2025-07-25,CUST691,Female,51,Electronics,2,50,100
557,2025-07-25,CUST692,Female,64,Beauty,3,30,90
558,2025-07-25,CUST696,Female,50,Clothing,1,25,25
559,2025-07-26,CUST697,Male,53,Clothing,4,300,1200
560,2025-07-26,CUST699,Female,37,Electronics,1,50,50
561,2025-07-26,CUST702,Female,60,Clothing,4,500,2000
562,2025-07-27,CUST413,Female,44,Electronics,2,25,50
563,2025-07-27,CUST414,Male,48,Clothing,2,30,60
564,2025-07-27,CUST415,Male,53,Electronics,2,50,100
565,2025-07-28,CUST416,Male,53,Beauty,2,30,60
566,2025-07-28,CUST417,Male,43,Clothing,1,30,30
567,2025-07-28,CUST418,Female,60,Clothing,3,300,900
568,2025-07-28,CUST419,Female,44,Electronics,1,300,300
569,2025-07-28,CUST420,Female,22,Electronics,4,50,200
570,2025-07-29,CUST421,Female,37,Clothing,1,500,500
571,2025-07-29,CUST422,Female,28,Electronics,1,50,50
572,2025-07-30,CUST423,Female,27,Clothing,4,500,2000
573,2025-07-30,CUST424,Male,57,Beauty,2,30,60
574,2025-07-31,CUST425,Female,55,Electronics,2,25,50
575,2025-08-01,CUST426,Male,23,Clothing,2,50,100
576,2025-08-01,CUST427,Male,25,Beauty,3,50,150
577,2025-08-01,CUST428,Female,40,Beauty,4,500,2000
578,2025-08-02,CUST429,Male,64,Clothing,4,30,120
579,2025-08-03,CUST430,Female,43,Electronics,1,30,30
580,2025-08-03,CUST431,Male,63,Clothing,3,500,1500
581,2025-08-03,CUST432,Female,60,Beauty,2,30,60
582,2025-08-04,CUST433,Male,29,Clothing,3,300,900
583,2025-08-04,CUST434,Female,43,Electronics,4,25,100
584,2025-08-04,CUST435,Female,30,Beauty,4,50,200
585,2025-08-04,CUST436,Female,57,Clothing,1,25,25
586,2025-08-05,CUST437,Female,35,Electronics,1,50,50
587,2025-08-05,CUST438,Female,42,Beauty,4,300,1200
588,2025-08-05,CUST439,Male,50,Electronics,2,30,60
589,2025-08-05,CUST440,Male,64,Beauty,2,500,1000
590,2025-08-05,CUST441,Male,57,Clothing,3,300,900
591,2025-08-05,CUST442,Female,60,Electronics,4,25,100
592,2025-08-05,CUST443,Male,29,Beauty,4,500,2000
593,2025-08-05,CUST444,Female,61,Electronics,2,30,60
594,2025-08-06,CUST445,Female,53,Electronics,2,300,600
595,2025-08-06,CUST446,Male,21,Clothing,4,500,2000
596,2025-08-07,CUST447,Male,22,Electronics,1,300,300
597,2025-08-07,CUST448,Female,54,Beauty,4,300,1200
598,2025-08-08,CUST449,Male,25,Beauty,4,30,120
599,2025-08-08,CUST450,Female,59,Beauty,2,50,100
600,2025-08-08,CUST451,Female,45,Beauty,2,500,1000
601,2025-08-08,CUST452,Female,48,Clothing,1,30,30
602,2025-08-09,CUST453,Female,26,Electronics,1,300,300
603,2025-08-09,CUST454,Female,46,Clothing,3,30,90
604,2025-08-09,CUST455,Male,31,Electronics,4,50,200
605,2025-08-09,CUST456,Male,57,Electronics,2,500,1000
606,2025-08-10,CUST457,Female,58,Electronics,1,50,50
607,2025-08-11,CUST458,Female,39,Clothing,3,25,75
608,2025-08-11,CUST459,Male,28,Electronics,3,500,1500
609,2025-08-11,CUST460,Male,40,Clothing,2,50,100
610,2025-08-12,CUST461,Female,18,Beauty,2,300,600
611,2025-08-12,CUST462,Male,63,Beauty,3,500,1500
612,2025-08-12,CUST463,Female,54,Electronics,1,500,500
613,2025-08-12,CUST464,Male,38,Clothing,3,30,90
614,2025-08-13,CUST465,Female,43,Beauty,4,300,1200
615,2025-08-13,CUST466,Male,63,Clothing,4,25,100
616,2025-08-14,CUST467,Female,53,Clothing,2,50,100
617,2025-08-14,CUST468,Male,40,Electronics,1,30,30
618,2025-08-15,CUST469,Male,18,Beauty,4,50,200
619,2025-08-15,CUST470,Female,57,Electronics,4,25,100
620,2025-08-15,CUST471,Male,32,Electronics,3,25,75
621,2025-08-15,CUST472,Female,38,Beauty,2,500,1000
622,2025-08-15,CUST473,Male,64,Beauty,3,25,75
623,2025-08-15,CUST474,Female,26,Clothing,3,50,150
624,2025-08-17,CUST475,Male,26,Beauty,3,300,900
625,2025-08-18,CUST476,Female,27,Clothing,1,300,300
626,2025-08-18,CUST477,Male,43,Clothing,4,500,2000
627,2025-08-18,CUST478,Female,58,Clothing,1,50,50
628,2025-08-19,CUST479,Male,52,Beauty,4,50,200
629,2025-08-19,CUST480,Female,42,Electronics,2,25,50
630,2025-08-19,CUST481,Female,43,Clothing,2,50,100
631,2025-08-19,CUST482,Female,28,Electronics,3,30,90
632,2025-08-20,CUST483,Male,55,Electronics,4,25,100
633,2025-08-21,CUST484,Female,19,Beauty,4,30,120
634,2025-08-21,CUST485,Male,24,Electronics,4,500,2000
635,2025-08-21,CUST486,Female,35,Electronics,3,300,900
636,2025-08-21,CUST487,Male,44,Beauty,3,500,1500
637,2025-08-21,CUST488,Female,51,Clothing,2,300,600
638,2025-08-21,CUST489,Male,44,Electronics,1,500,500
639,2025-08-22,CUST490,Male,34,Beauty,4,50,200
640,2025-08-22,CUST491,Female,60,Electronics,4,30,120
641,2025-08-23,CUST492,Male,61,Electronics,1,300,300
642,2025-08-23,CUST493,Male,41,Clothing,4,25,100
643,2025-08-23,CUST494,Female,42,Electronics,3,30,90
644,2025-08-24,CUST495,Male,24,Beauty,3,25,75
645,2025-08-24,CUST496,Male,23,Electronics,4,30,120
646,2025-08-24,CUST497,Male,41,Clothing,3,30,90
647,2025-08-25,CUST498,Female,50,Clothing,3,500,1500
648,2025-08-25,CUST499,Male,46,Beauty,4,300,1200
649,2025-08-25,CUST500,Female,60,Clothing,2,300,600
650,2025-08-26,CUST501,Male,39,Electronics,1,30,30
651,2025-08-26,CUST502,Male,43,Clothing,3,50,150
652,2025-08-26,CUST503,Male,45,Beauty,2,50,100
653,2025-08-27,CUST504,Female,38,Clothing,3,25,75
654,2025-08-27,CUST505,Male,24,Clothing,3,25,75
655,2025-08-27,CUST506,Male,34,Clothing,1,500,500
656,2025-08-27,CUST507,Female,37,Beauty,3,30,90
657,2025-08-28,CUST508,Male,58,Clothing,1,25,25
658,2025-08-28,CUST509,Female,37,Clothing,3,25,75
659,2025-08-28,CUST510,Female,39,Electronics,1,30,30
660,2025-08-29,CUST511,Male,45,Beauty,2,500,1000
661,2025-08-29,CUST512,Female,57,Clothing,4,25,100
662,2025-08-29,CUST513,Male,24,Beauty,2,500,1000
663,2025-08-29,CUST514,Female,18,Clothing,4,300,1200
664,2025-08-31,CUST515,Female,49,Clothing,4,500,2000
665,2025-08-31,CUST516,Male,30,Clothing,1,50,50
666,2025-08-31,CUST517,Female,47,Electronics,3,50,150
667,2025-08-31,CUST518,Female,40,Electronics,1,500,500
668,2025-08-31,CUST519,Female,36,Electronics,3,50,150
669,2025-09-01,CUST520,Female,49,Beauty,4,300,1200
670,2025-09-01,CUST521,Female,47,Beauty,1,30,30
671,2025-09-01,CUST522,Male,46,Electronics,3,50,150
672,2025-09-01,CUST523,Female,62,Beauty,2,50,100
673,2025-09-02,CUST524,Male,46,Clothing,3,500,1500
674,2025-09-02,CUST525,Female,47,Clothing,1,300,300
675,2025-09-02,CUST526,Male,33,Clothing,2,30,60
676,2025-09-03,CUST527,Male,57,Electronics,3,500,1500
677,2025-09-04,CUST528,Female,36,Beauty,3,500,1500
678,2025-09-05,CUST529,Female,35,Electronics,3,300,900
679,2025-09-05,CUST530,Female,18,Beauty,3,30,90
680,2025-09-06,CUST531,Male,31,Clothing,3,300,900
681,2025-09-06,CUST532,Female,64,Electronics,2,30,60
682,2025-09-06,CUST285,Female,31,Beauty,4,300,1200
683,2025-09-06,CUST286,Male,55,Beauty,2,500,1000
684,2025-09-06,CUST289,Male,53,Clothing,2,500,1000
685,2025-09-07,CUST293,Male,50,Electronics,2,25,50
686,2025-09-07,CUST297,Female,40,Electronics,4,50,200
687,2025-09-07,CUST299,Male,61,Electronics,1,300,300
688,2025-09-08,CUST300,Female,19,Clothing,4,25,100
689,2025-09-08,CUST303,Male,19,Electronics,2,50,100
690,2025-09-08,CUST304,Female,37,Clothing,3,300,900
691,2025-09-08,CUST306,Male,54,Clothing,3,30,90
692,2025-09-09,CUST307,Female,26,Clothing,2,50,100
693,2025-09-09,CUST317,Male,22,Beauty,3,500,1500
694,2025-09-09,CUST320,Female,28,Electronics,2,25,50
695,2025-09-10,CUST321,Female,26,Electronics,3,50,150
696,2025-09-11,CUST322,Male,51,Clothing,4,50,200
697,2025-09-11,CUST324,Female,52,Clothing,1,500,500
698,2025-09-13,CUST325,Female,52,Electronics,1,300,300
699,2025-09-14,CUST327,Male,57,Clothing,4,30,120
700,2025-09-15,CUST329,Female,46,Electronics,4,500,2000
701,2025-09-16,CUST331,Male,28,Beauty,2,30,60
702,2025-09-16,CUST332,Male,58,Clothing,2,300,600
703,2025-09-16,CUST333,Female,54,Electronics,2,50,100
704,2025-09-17,CUST334,Male,31,Clothing,3,30,90
705,2025-09-17,CUST339,Female,22,Electronics,2,25,50
706,2025-09-17,CUST343,Male,21,Electronics,4,25,100
707,2025-09-17,CUST345,Male,62,Clothing,1,500,500
708,2025-09-17,CUST347,Male,42,Beauty,3,300,900
709,2025-09-18,CUST348,Female,35,Electronics,2,500,1000
710,2025-09-18,CUST352,Male,57,Electronics,3,500,1500
711,2025-09-18,CUST353,Male,31,Electronics,3,500,1500
712,2025-09-19,CUST355,Female,55,Beauty,2,25,50
713,2025-09-19,CUST356,Male,50,Beauty,3,25,75
714,2025-09-21,CUST357,Female,40,Clothing,1,500,500
715,2025-09-21,CUST361,Female,34,Beauty,4,25,100
716,2025-09-22,CUST367,Female,57,Clothing,4,300,1200
717,2025-09-22,CUST369,Male,23,Clothing,1,500,500
718,2025-09-23,CUST370,Male,23,Beauty,3,25,75
719,2025-09-24,CUST380,Male,56,Clothing,2,30,60
720,2025-09-24,CUST385,Male,50,Beauty,3,500,1500
721,2025-09-25,CUST386,Female,54,Clothing,1,500,500
722,2025-09-25,CUST388,Male,50,Beauty,3,300,900
723,2025-09-25,CUST390,Male,39,Beauty,4,50,200
724,2025-09-26,CUST395,Male,50,Clothing,3,50,150
725,2025-09-28,CUST404,Male,46,Electronics,1,300,300
726,2025-09-28,CUST407,Female,46,Clothing,4,300,1200
727,2025-09-28,CUST409,Female,21,Beauty,3,300,900
728,2025-09-29,CUST411,Male,62,Electronics,3,50,150
729,2025-09-29,CUST412,Female,19,Clothing,4,300,1200
730,2025-09-29,CUST416,Male,53,Clothing,2,25,50
731,2025-09-29,CUST533,Male,19,Clothing,4,500,2000
732,2025-09-30,CUST534,Male,45,Electronics,2,500,1000
733,2025-09-30,CUST535,Male,47,Beauty,1,30,30
734,2025-10-01,CUST536,Female,55,Clothing,1,30,30
735,2025-10-01,CUST537,Female,21,Clothing,4,500,2000
736,2025-10-01,CUST538,Male,18,Clothing,4,25,100
737,2025-10-02,CUST539,Male,25,Clothing,1,50,50
738,2025-10-02,CUST540,Female,46,Clothing,2,50,100
739,2025-10-02,CUST541,Male,56,Beauty,1,25,25
740,2025-10-02,CUST542,Female,20,Beauty,4,50,200
741,2025-10-02,CUST543,Male,49,Clothing,1,300,300
742,2025-10-03,CUST544,Female,27,Electronics,4,500,2000
743,2025-10-03,CUST545,Male,27,Beauty,4,500,2000
744,2025-10-03,CUST546,Female,36,Electronics,1,25,25
745,2025-10-03,CUST547,Male,63,Beauty,2,50,100
746,2025-10-03,CUST548,Female,51,Clothing,3,30,90
747,2025-10-04,CUST549,Female,50,Beauty,1,30,30
748,2025-10-04,CUST550,Male,40,Clothing,3,50,150
749,2025-10-04,CUST551,Male,45,Beauty,1,30,30
750,2025-10-04,CUST552,Female,49,Clothing,3,25,75
751,2025-10-04,CUST553,Male,24,Clothing,2,25,50
752,2025-10-04,CUST554,Female,46,Clothing,2,50,100
753,2025-10-05,CUST555,Male,25,Clothing,1,30,30
754,2025-10-05,CUST556,Female,18,Electronics,4,25,100
755,2025-10-06,CUST557,Female,20,Clothing,3,25,75
756,2025-10-07,CUST558,Female,41,Electronics,4,300,1200
757,2025-10-07,CUST559,Female,40,Electronics,4,300,1200
758,2025-10-07,CUST560,Female,25,Clothing,4,25,100
759,2025-10-07,CUST561,Female,64,Electronics,2,50,100
760,2025-10-08,CUST562,Male,54,Beauty,1,500,500
761,2025-10-08,CUST563,Male,20,Clothing,1,500,500
762,2025-10-09,CUST564,Male,50,Electronics,2,25,50
763,2025-10-09,CUST565,Female,45,Clothing,2,25,50
764,2025-10-09,CUST566,Female,64,Clothing,1,25,25
765,2025-10-10,CUST567,Female,25,Clothing,4,50,200
766,2025-10-10,CUST568,Female,51,Electronics,3,300,900
767,2025-10-10,CUST569,Male,52,Beauty,3,25,75
768,2025-10-10,CUST570,Male,49,Beauty,3,25,75
769,2025-10-11,CUST571,Female,41,Electronics,4,30,120
770,2025-10-11,CUST572,Male,31,Clothing,1,50,50
771,2025-10-11,CUST573,Male,49,Electronics,2,25,50
772,2025-10-11,CUST574,Female,63,Electronics,1,30,30
773,2025-10-11,CUST575,Male,60,Electronics,4,500,2000
774,2025-10-11,CUST576,Female,33,Clothing,2,25,50
775,2025-10-11,CUST577,Male,21,Electronics,4,25,100
776,2025-10-12,CUST578,Female,54,Clothing,3,30,90
777,2025-10-12,CUST579,Female,38,Electronics,3,50,150
778,2025-10-12,CUST580,Female,31,Beauty,4,25,100
779,2025-10-13,CUST581,Female,48,Electronics,5,500,2500
780,2025-10-13,CUST582,Male,35,Electronics,2,25,50
781,2025-10-13,CUST583,Female,24,Beauty,1,500,500
782,2025-10-14,CUST584,Female,27,Clothing,3,300,900
783,2025-10-14,CUST585,Female,24,Clothing,1,300,300
784,2025-10-15,CUST586,Male,50,Electronics,1,500,500
785,2025-10-15,CUST587,Female,40,Beauty,4,50,200
786,2025-10-15,CUST588,Male,38,Clothing,4,25,100
787,2025-10-16,CUST589,Female,36,Electronics,1,25,25
788,2025-10-16,CUST590,Male,36,Beauty,3,300,900
789,2025-10-16,CUST591,Male,53,Clothing,4,500,2000
790,2025-10-16,CUST592,Female,46,Clothing,1,25,25
791,2025-10-17,CUST593,Male,35,Beauty,1,25,25
792,2025-10-17,CUST594,Female,19,Beauty,1,50,50
793,2025-10-18,CUST595,Female,18,Beauty,1,30,30
794,2025-10-18,CUST596,Female,64,Beauty,6,300,1800
795,2025-10-19,CUST597,Male,22,Electronics,1,300,300
796,2025-10-19,CUST598,Male,37,Beauty,4,30,120
797,2025-10-19,CUST599,Female,28,Clothing,3,25,75
798,2025-10-19,CUST600,Female,59,Clothing,1,50,50
799,2025-10-20,CUST601,Male,19,Electronics,2,50,100
800,2025-10-21,CUST602,Female,20,Clothing,4,300,1200
801,2025-10-22,CUST603,Female,40,Clothing,4,50,200
802,2025-10-22,CUST604,Female,29,Beauty,1,30,30
803,2025-10-22,CUST605,Male,37,Clothing,4,25,100
804,2025-10-23,CUST606,Male,22,Electronics,1,30,30
805,2025-10-23,CUST607,Male,54,Beauty,3,500,1500
806,2025-10-23,CUST608,Female,55,Beauty,3,300,900
807,2025-10-23,CUST609,Female,47,Electronics,4,50,200
808,2025-10-24,CUST610,Female,26,Beauty,4,500,2000
809,2025-10-24,CUST160,Female,43,Beauty,2,50,100
810,2025-10-24,CUST162,Male,39,Electronics,4,25,100
811,2025-10-24,CUST163,Female,64,Beauty,2,25,50
812,2025-10-25,CUST165,Female,60,Electronics,3,25,75
813,2025-10-25,CUST166,Male,34,Electronics,3,50,150
814,2025-10-26,CUST167,Female,43,Clothing,1,500,500
815,2025-10-26,CUST168,Male,53,Clothing,3,25,75
816,2025-10-26,CUST170,Female,25,Beauty,2,500,1000
817,2025-10-27,CUST171,Female,52,Beauty,4,50,200
818,2025-10-27,CUST178,Male,40,Electronics,1,500,500
819,2025-10-27,CUST180,Male,41,Beauty,2,50,100
820,2025-10-29,CUST185,Male,24,Electronics,4,50,200
821,2025-10-29,CUST186,Male,20,Electronics,1,300,300
822,2025-10-29,CUST187,Female,64,Beauty,3,50,150
823,2025-10-29,CUST188,Male,40,Electronics,2,50,100
824,2025-10-29,CUST194,Male,55,Clothing,4,30,120
825,2025-10-29,CUST195,Male,52,Beauty,1,25,25
826,2025-10-30,CUST196,Female,32,Clothing,1,300,300
827,2025-10-31,CUST197,Female,42,Beauty,3,300,900
828,2025-10-31,CUST202,Female,34,Electronics,4,300,1200
829,2025-10-31,CUST203,Male,56,Beauty,3,30,90
830,2025-11-01,CUST205,Female,43,Clothing,3,50,150
831,2025-11-01,CUST206,Male,61,Electronics,4,25,100
832,2025-11-01,CUST212,Male,21,Beauty,4,500,2000
833,2025-11-01,CUST215,Male,58,Beauty,4,50,200
834,2025-11-02,CUST222,Male,51,Beauty,2,30,60
835,2025-11-02,CUST223,Female,64,Clothing,4,50,200
836,2025-11-02,CUST224,Female,25,Clothing,1,50,50
837,2025-11-02,CUST226,Female,61,Beauty,3,30,90
838,2025-11-02,CUST231,Female,23,Electronics,2,300,600
839,2025-11-02,CUST236,Female,54,Electronics,4,300,1200
840,2025-11-03,CUST242,Male,21,Clothing,2,25,50
841,2025-11-04,CUST245,Male,47,Electronics,4,25,100
842,2025-11-05,CUST248,Male,26,Clothing,2,300,600
843,2025-11-05,CUST249,Male,20,Beauty,3,500,1500
844,2025-11-06,CUST253,Female,53,Clothing,3,50,150
845,2025-11-06,CUST255,Male,48,Clothing,1,500,500
846,2025-11-07,CUST256,Male,23,Beauty,1,50,50
847,2025-11-07,CUST258,Female,37,Electronics,4,300,1200
848,2025-11-07,CUST259,Female,45,Clothing,3,25,75
849,2025-11-07,CUST261,Male,21,Clothing,2,25,50
850,2025-11-07,CUST264,Male,47,Beauty,2,500,1000
851,2025-11-07,CUST265,Male,55,Electronics,2,25,50
852,2025-11-08,CUST269,Male,25,Clothing,1,300,300
853,2025-11-08,CUST274,Female,23,Beauty,2,500,1000
854,2025-11-09,CUST275,Male,43,Clothing,1,50,50
855,2025-11-09,CUST277,Male,36,Beauty,1,25,25
856,2025-11-09,CUST278,Female,37,Electronics,4,30,120
857,2025-11-10,CUST279,Male,50,Electronics,2,25,50
858,2025-11-10,CUST611,Male,51,Electronics,2,50,100
859,2025-11-12,CUST612,Female,61,Electronics,3,500,1500
860,2025-11-12,CUST613,Female,52,Clothing,4,50,200
861,2025-11-13,CUST614,Female,39,Clothing,3,30,90
862,2025-11-13,CUST615,Female,61,Electronics,4,300,1200
863,2025-11-14,CUST616,Male,41,Electronics,2,25,50
864,2025-11-14,CUST617,Male,34,Electronics,1,500,500
865,2025-11-14,CUST618,Female,27,Clothing,1,300,300
866,2025-11-14,CUST619,Male,47,Electronics,1,50,50
867,2025-11-15,CUST620,Male,63,Electronics,1,500,500
868,2025-11-15,CUST621,Female,40,Electronics,1,300,300
869,2025-11-15,CUST622,Female,49,Beauty,3,500,1500
870,2025-11-16,CUST623,Male,34,Electronics,4,30,120
871,2025-11-17,CUST624,Female,34,Beauty,2,30,60
872,2025-11-17,CUST625,Male,31,Beauty,3,25,75
873,2025-11-17,CUST626,Female,26,Electronics,4,25,100
874,2025-11-17,CUST003,Male,50,Beauty,1,30,30
875,2025-11-18,CUST008,Male,30,Electronics,4,500,2000
876,2025-11-18,CUST009,Male,63,Clothing,4,30,120
877,2025-11-18,CUST013,Male,22,Clothing,1,25,25
878,2025-11-19,CUST015,Female,42,Clothing,3,30,90
879,2025-11-19,CUST018,Female,47,Clothing,1,30,30
880,2025-11-20,CUST026,Female,28,Beauty,2,500,1000
881,2025-11-21,CUST029,Female,42,Electronics,1,300,300
882,2025-11-21,CUST031,Male,44,Electronics,2,25,50
883,2025-11-21,CUST033,Female,50,Electronics,1,500,500
884,2025-11-22,CUST045,Female,55,Clothing,2,30,60
885,2025-11-22,CUST046,Female,20,Clothing,4,30,120
886,2025-11-22,CUST048,Male,54,Electronics,3,300,900
887,2025-11-23,CUST049,Female,54,Clothing,4,25,100
888,2025-11-23,CUST053,Male,34,Electronics,4,25,100
889,2025-11-23,CUST054,Female,38,Electronics,1,50,50
890,2025-11-24,CUST063,Male,57,Electronics,2,25,50
891,2025-11-24,CUST065,Male,51,Electronics,3,300,900
892,2025-11-24,CUST066,Female,45,Electronics,1,50,50
893,2025-11-25,CUST068,Male,25,Electronics,1,50,50
894,2025-11-25,CUST072,Female,20,Electronics,1,30,30
895,2025-11-26,CUST073,Male,29,Clothing,4,30,120
896,2025-11-26,CUST076,Female,22,Electronics,2,25,50
897,2025-11-27,CUST081,Male,40,Electronics,2,50,100
898,2025-11-27,CUST083,Male,54,Clothing,3,30,90
899,2025-11-27,CUST084,Female,38,Clothing,2,300,600
900,2025-11-28,CUST089,Female,55,Clothing,2,30,60
901,2025-11-28,CUST090,Female,51,Electronics,1,30,30
902,2025-11-29,CUST091,Female,55,Beauty,1,50,50
903,2025-11-29,CUST092,Female,51,Beauty,4,50,200
904,2025-11-29,CUST099,Female,50,Clothing,1,500,500
905,2025-11-30,CUST100,Male,41,Beauty,1,300,300
906,2025-11-30,CUST105,Female,22,Clothing,1,50,50
907,2025-11-30,CUST109,Female,34,Electronics,1,25,25
908,2025-12-01,CUST111,Female,34,Beauty,4,300,1200
909,2025-12-01,CUST113,Female,41,Electronics,1,300,300
910,2025-12-02,CUST117,Male,19,Beauty,3,50,150
911,2025-12-02,CUST118,Female,30,Electronics,3,300,900
912,2025-12-02,CUST121,Female,28,Beauty,3,50,150
913,2025-12-03,CUST122,Male,64,Electronics,3,30,90
914,2025-12-04,CUST123,Female,40,Electronics,1,500,500
915,2025-12-04,CUST132,Male,42,Beauty,3,30,90
916,2025-12-04,CUST133,Male,20,Electronics,1,50,50
917,2025-12-04,CUST134,Male,49,Electronics,4,50,200
918,2025-12-05,CUST136,Male,44,Electronics,3,30,90
919,2025-12-05,CUST140,Male,38,Beauty,2,25,50
920,2025-12-05,CUST141,Female,22,Beauty,3,25,75
921,2025-12-05,CUST142,Male,35,Electronics,3,25,75
922,2025-12-05,CUST147,Male,23,Electronics,1,50,50
